id,title,question,dataset_id,dataset_title,activity_url,script_file,classroom_archive,access_mode,duration,level,activity_type,concepts,concept_ids,level_ids,search_aliases,context,hook,materials,advanced_math_stats,teacher_notes,pedagogical_status,teacher_preparation,expected_output,learning_objectives,prerequisites,success_criteria,adaptations,requires_prepared_data,requires_live_download,recommended_use,result_visible_in_page,status
grhq-jointure-long,Préparer une analyse spatiale avec la GRHQ,Quelles ressources préparer avant une analyse spatiale GRHQ?,grhq,Géobase du réseau hydrographique du Québec,datasets/grhq/activite-longue.qmd,datasets/grhq/activite-longue.R,assets/classroom/grhq.zip,documentation,2-3 heures,Intermédiaire à avancé,Projet ou tâche longue; Étude de cas,Index spatial; FGDB; sf; Jointure spatiale; Limites computationnelles,index-spatial; fgdb; sf; jointure-spatiale; limites-computationnelles,intermediaire; avance,FGDB; fgdb; Index spatial; index spatial; Jointure spatiale; jointure spatiale; Limites computationnelles; limites computationnelles; sf,Hydrographie,L’archive fournit l’index et la documentation. Aucune géodatabase n’est incluse et aucune analyse de géométrie n’est réalisée par ces scripts.,Trousse ZIP et projet RStudio; Script R complet; Documentation publique,FALSE,L’archive fournit l’index et la documentation. Aucune géodatabase n’est incluse et aucune analyse de géométrie n’est réalisée par ces scripts.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.",Un tableau de contrôle et une note de décision répondant à la question.,"Identifier le bloc 08, son type et son URL officielle.; Inventorier les formats documentés et rédiger les étapes d’une acquisition ultérieure de géodatabase.; Formuler une limite qui découle de la source et de l’unité observée.",Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Identifier le bloc 08, son type et son URL officielle.; Inventorier les formats documentés et rédiger les étapes d’une acquisition ultérieure de géodatabase.; La conclusion répond à la question et explique au moins une limite précise.","Lire les tableaux ensemble sans programmer.; Pour approfondir, rédiger un protocole de collecte et ses contrôles avant toute acquisition.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
grhq-carte-court,Choisir une unité GRHQ avec l'index de téléchargement,Quelle unité GRHQ faut-il choisir dans l’index?,grhq,Géobase du réseau hydrographique du Québec,datasets/grhq/activite-courte.qmd,datasets/grhq/activite-courte.R,assets/classroom/grhq.zip,documentation,30-45 minutes,Intermédiaire,Exercice; Exploration de données,Index de téléchargement; Métadonnées; Données spatiales; Reproductibilité,index-de-telechargement; metadonnees; donnees-spatiales; reproductibilite,intermediaire,Données spatiales; données spatiales; Index de téléchargement; index de téléchargement; Métadonnées; métadonnées; Reproductibilité; reproductibilité,Hydrographie,L’archive fournit l’index et la documentation. Aucune géodatabase n’est incluse et aucune analyse de géométrie n’est réalisée par ces scripts.,Trousse ZIP et projet RStudio; Script R complet; Documentation publique,FALSE,L’archive fournit l’index et la documentation. Aucune géodatabase n’est incluse et aucune analyse de géométrie n’est réalisée par ces scripts.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.",Un tableau de contrôle et une note de décision répondant à la question.,Compter les unités de téléchargement selon leur type.; Sélectionner le bloc 08 en conservant son identifiant comme texte et repérer son lien FGDB.; Formuler une limite qui découle de la source et de l’unité observée.,"Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Compter les unités de téléchargement selon leur type.; Sélectionner le bloc 08 en conservant son identifiant comme texte et repérer son lien FGDB.; La conclusion répond à la question et explique au moins une limite précise.","Lire les tableaux ensemble sans programmer.; Pour approfondir, rédiger un protocole de collecte et ses contrôles avant toute acquisition.",TRUE,FALSE,Exercice guidé,FALSE,Documentation de source et ressources de classe fournies
interventions-pompiers-montreal-saisonnalite-long,Temporalité et territoire des interventions du SIM,Comment les interventions se répartissent-elles dans le temps et l’espace?,interventions-pompiers-montreal,Interventions des pompiers de Montréal,datasets/interventions-pompiers-montreal/activite-longue.qmd,datasets/interventions-pompiers-montreal/activite-longue.R,assets/classroom/interventions-pompiers-montreal.zip,frozen,2-3 heures,Intermédiaire,Projet ou tâche longue; Étude de cas,Dates; Agrégation; Comparaison de groupes; Communication,dates; agregation; comparaison-de-groupes; communication,intermediaire,Agrégation; agrégation; Communication; communication; Comparaison de groupes; comparaison de groupes; Dates; dates,Sécurité publique,Les interventions ne constituent pas un risque par habitant; les pratiques de déclaration et la période de couverture influencent les nombres.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Les interventions ne constituent pas un risque par habitant; les pratiques de déclaration et la période de couverture influencent les nombres.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Examiner les nombres mensuels par groupe d’intervention.; Comparer les décomptes par arrondissement sans les interpréter comme des risques.; Formuler une limite qui découle de la source et de l’unité observée.,Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Examiner les nombres mensuels par groupe d’intervention.; Comparer les décomptes par arrondissement sans les interpréter comme des risques.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
interventions-pompiers-montreal-portrait-court,Portrait des interventions du SIM,Quels groupes d’interventions sont les plus représentés?,interventions-pompiers-montreal,Interventions des pompiers de Montréal,datasets/interventions-pompiers-montreal/activite-courte.qmd,datasets/interventions-pompiers-montreal/activite-courte.R,assets/classroom/interventions-pompiers-montreal.zip,frozen,30-45 minutes,Introduction,Exercice; Exploration de données,Tableaux de fréquences; Visualisation; Limites d'interprétation,tableaux-de-frequences; visualisation; limites-d-interpretation,introduction,Limites d'interprétation; limites d'interprétation; Tableaux de fréquences; tableaux de fréquences; Visualisation; visualisation,Sécurité publique,Les interventions ne constituent pas un risque par habitant; les pratiques de déclaration et la période de couverture influencent les nombres.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Les interventions ne constituent pas un risque par habitant; les pratiques de déclaration et la période de couverture influencent les nombres.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Compter les interventions par groupe.; Lire la répartition et la période couverte par les observations.; Formuler une limite qui découle de la source et de l’unité observée.,"Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Compter les interventions par groupe.; Lire la répartition et la période couverte par les observations.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Exercice guidé,FALSE,Documentation de source et ressources de classe fournies
meteo-quebec-long,Portrait descriptif de la météo quotidienne à Québec,Comment décrire températures et précipitations quotidiennes?,meteo-quebec,Météo quotidienne à Québec,datasets/meteo-quebec/activite-longue.qmd,datasets/meteo-quebec/activite-longue.R,assets/classroom/meteo-quebec.zip,frozen,2-3 heures,Introduction à intermédiaire,Projet ou tâche longue; Étude de cas,Séries temporelles; Valeurs manquantes; Visualisation; Statistiques descriptives; Communication prudente,series-temporelles; valeurs-manquantes; visualisation; statistiques-descriptives; communication-prudente,introduction; intermediaire,Communication prudente; communication prudente; Statistiques descriptives; Statistique descriptive; statistique descriptive; statistiques descriptives; Séries temporelles; séries temporelles; Valeurs manquantes; Données manquantes; données manquantes; valeurs manquantes; Visualisation; visualisation,Météorologie québécoise,Les jours sans mesure ne sont pas des zéros. Une station et une période limitée ne suffisent pas à caractériser le climat de tout le Québec.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Les jours sans mesure ne sont pas des zéros. Une station et une période limitée ne suffisent pas à caractériser le climat de tout le Québec.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Lire la série des températures depuis 2020 et les bilans de valeurs manquantes.; Comparer les précipitations par saison en distinguant le zoom 0 à 30 mm des données utilisées dans les quartiles.; Formuler une limite qui découle de la source et de l’unité observée.,Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Lire la série des températures depuis 2020 et les bilans de valeurs manquantes.; Comparer les précipitations par saison en distinguant le zoom 0 à 30 mm des données utilisées dans les quartiles.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
meteo-quebec-court,Variabilité saisonnière de la température à Québec,Comment la variabilité de température diffère-t-elle selon la saison?,meteo-quebec,Météo quotidienne à Québec,datasets/meteo-quebec/activite-courte.qmd,datasets/meteo-quebec/activite-courte.R,assets/classroom/meteo-quebec.zip,frozen,45-60 minutes,Introduction,Laboratoire d'introduction; Exploration de données,Séries temporelles; Statistiques descriptives; Valeurs manquantes; Visualisation,series-temporelles; statistiques-descriptives; valeurs-manquantes; visualisation,introduction,Statistiques descriptives; Statistique descriptive; statistique descriptive; statistiques descriptives; Séries temporelles; séries temporelles; Valeurs manquantes; Données manquantes; données manquantes; valeurs manquantes; Visualisation; visualisation,Météorologie québécoise,Les jours sans mesure ne sont pas des zéros. Une station et une période limitée ne suffisent pas à caractériser le climat de tout le Québec.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Les jours sans mesure ne sont pas des zéros. Une station et une période limitée ne suffisent pas à caractériser le climat de tout le Québec.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Compter les températures manquantes et calculer moyenne et écart-type par saison.; Comparer les distributions de température moyenne quotidienne en degrés Celsius.; Formuler une limite qui découle de la source et de l’unité observée.,"Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Compter les températures manquantes et calculer moyenne et écart-type par saison.; Comparer les distributions de température moyenne quotidienne en degrés Celsius.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Laboratoire guidé,FALSE,Documentation de source et ressources de classe fournies
niveaux-eau-rapport-long,Mini-rapport sur les niveaux d'eau d'inondation,Comment les marqueurs et leur documentation varient-ils selon l’année?,niveaux-eau-inondation,Niveaux d'eau lors d'une inondation,datasets/niveaux-eau-inondation/activite-longue.qmd,datasets/niveaux-eau-inondation/activite-longue.R,assets/classroom/niveaux-eau-inondation.zip,frozen,2-3 heures,Intermédiaire,Étude de cas; Projet ou tâche longue,Données spatiales; Valeurs manquantes; Précision de mesure; Communication du risque,donnees-spatiales; valeurs-manquantes; precision-de-mesure; communication-du-risque,intermediaire,Communication du risque; communication du risque; Données spatiales; données spatiales; Précision de mesure; précision de mesure; Valeurs manquantes; Données manquantes; données manquantes; valeurs manquantes,Inondations et sécurité civile,"La carte montre des marqueurs, pas des zones inondées. La couverture de relevé ne permet pas de comparer directement la fréquence annuelle des inondations.",Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,"La carte montre des marqueurs, pas des zones inondées. La couverture de relevé ne permet pas de comparer directement la fréquence annuelle des inondations.",pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.","Examiner dates, altitudes, types et valeurs manquantes.; Comparer les cartes par année en séparant couverture des relevés et fréquence des inondations.; Formuler une limite qui découle de la source et de l’unité observée.",Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Examiner dates, altitudes, types et valeurs manquantes.; Comparer les cartes par année en séparant couverture des relevés et fréquence des inondations.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
niveaux-eau-carte-court,Cartographier des marqueurs de niveaux d'eau,Que représente une carte de marqueurs de niveaux d’eau?,niveaux-eau-inondation,Niveaux d'eau lors d'une inondation,datasets/niveaux-eau-inondation/activite-courte.qmd,datasets/niveaux-eau-inondation/activite-courte.R,assets/classroom/niveaux-eau-inondation.zip,frozen,30-45 minutes,Introduction,Exercice; Exploration de données,Données spatiales; Cartographie; Précision de mesure; Communication du risque,donnees-spatiales; cartographie; precision-de-mesure; communication-du-risque,introduction,Cartographie; Carte; cartes; cartographie; Communication du risque; communication du risque; Données spatiales; données spatiales; Précision de mesure; précision de mesure,Inondations et sécurité civile,"La carte montre des marqueurs, pas des zones inondées. La couverture de relevé ne permet pas de comparer directement la fréquence annuelle des inondations.",Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,"La carte montre des marqueurs, pas des zones inondées. La couverture de relevé ne permet pas de comparer directement la fréquence annuelle des inondations.",pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Compter les types d’observation et les coordonnées complètes.; Lire la carte en annonçant ce que représente un point.; Formuler une limite qui découle de la source et de l’unité observée.,"Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Compter les types d’observation et les coordonnées complètes.; Lire la carte en annonçant ce que représente un point.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Exercice guidé,FALSE,Documentation de source et ressources de classe fournies
prelevements-eau-territoires-long,Portrait spatial des prélèvements d'eau autorisés,Comment documenter et cartographier les sites de prélèvement?,prelevements-eau-autorises,Registre des prélèvements d'eau autorisés,datasets/prelevements-eau-autorises/activite-longue.qmd,datasets/prelevements-eau-autorises/activite-longue.R,assets/classroom/prelevements-eau-autorises.zip,frozen,2-3 heures,Intermédiaire,Étude de cas; Projet ou tâche longue; Exploration de données,Agrégation; Données spatiales; Valeurs extrêmes; Communication prudente,agregation; donnees-spatiales; valeurs-extremes; communication-prudente,intermediaire,Agrégation; agrégation; Communication prudente; communication prudente; Données spatiales; données spatiales; Valeurs extrêmes; valeurs extrêmes,Prélèvements d'eau,Les plafonds de plusieurs sites peuvent être soumis à une limite commune. Leur somme ne constitue pas un total autorisé; les volumes réellement prélevés ne sont pas observés.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Les plafonds de plusieurs sites peuvent être soumis à une limite commune. Leur somme ne constitue pas un total autorisé; les volumes réellement prélevés ne sont pas observés.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Compter les sites et documents; examiner les plafonds élevés avec leurs conditions.; Cartographier les sites par provenance en distinguant autorisation et prélèvement réalisé.; Formuler une limite qui découle de la source et de l’unité observée.,Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Compter les sites et documents; examiner les plafonds élevés avec leurs conditions.; Cartographier les sites par provenance en distinguant autorisation et prélèvement réalisé.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
prelevements-eau-provenance-court,Volumes autorisés par provenance de l'eau,Comment décrire les plafonds par site selon la provenance de l’eau?,prelevements-eau-autorises,Registre des prélèvements d'eau autorisés,datasets/prelevements-eau-autorises/activite-courte.qmd,datasets/prelevements-eau-autorises/activite-courte.R,assets/classroom/prelevements-eau-autorises.zip,frozen,30-45 minutes,Intermédiaire,Exercice; Exploration de données,Agrégation; Volume autorisé; Valeurs extrêmes; Visualisation,agregation; volume-autorise; valeurs-extremes; visualisation,intermediaire,Agrégation; agrégation; Valeurs extrêmes; valeurs extrêmes; Visualisation; visualisation; Volume autorisé; volume autorisé,Prélèvements d'eau,Les plafonds de plusieurs sites peuvent être soumis à une limite commune. Leur somme ne constitue pas un total autorisé; les volumes réellement prélevés ne sont pas observés.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Les plafonds de plusieurs sites peuvent être soumis à une limite commune. Leur somme ne constitue pas un total autorisé; les volumes réellement prélevés ne sont pas observés.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Compter les sites et calculer la médiane des plafonds inscrits par provenance.; Interpréter les médianes en m³/j sans additionner les plafonds en un total.; Formuler une limite qui découle de la source et de l’unité observée.,"Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Compter les sites et calculer la médiane des plafonds inscrits par provenance.; Interpréter les médianes en m³/j sans additionner les plafonds en un total.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Exercice guidé,FALSE,Documentation de source et ressources de classe fournies
pyramides-ages-comparaison-long,Comparer la structure d'âge du Québec et du Canada,Comment comparer les structures d’âge du Québec et du Canada?,pyramides-ages,Pyramides des âges au Canada et au Québec,datasets/pyramides-ages/activite-longue.qmd,datasets/pyramides-ages/activite-longue.R,assets/classroom/pyramides-ages.zip,frozen,2-3 heures,Intermédiaire,Étude de cas; Projet ou tâche longue; Exploration de données,Données ouvertes; Statistiques descriptives; Visualisation; Comparaison temporelle; Communication,donnees-ouvertes; statistiques-descriptives; visualisation; comparaison-temporelle; communication,intermediaire,Communication; communication; Comparaison temporelle; comparaison temporelle; Données ouvertes; données ouvertes; Statistiques descriptives; Statistique descriptive; statistique descriptive; statistiques descriptives; Visualisation; visualisation,Démographie,Les effectifs sont des estimations de population. Les signes servent à placer les côtés de la pyramide; les proportions de population sont positives.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Les effectifs sont des estimations de population. Les signes servent à placer les côtés de la pyramide; les proportions de population sont positives.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Comparer les pyramides à échelle commune.; Lire l’évolution de la part des 65 ans et plus sans confondre effectifs et proportions.; Formuler une limite qui découle de la source et de l’unité observée.,Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Comparer les pyramides à échelle commune.; Lire l’évolution de la part des 65 ans et plus sans confondre effectifs et proportions.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
pyramides-ages-quebec-court,Pyramide des âges du Québec en 2025,Quelle structure d’âge observe-t-on au Québec?,pyramides-ages,Pyramides des âges au Canada et au Québec,datasets/pyramides-ages/activite-courte.qmd,datasets/pyramides-ages/activite-courte.R,assets/classroom/pyramides-ages.zip,frozen,30-45 minutes,Introduction,Exercice; Visualisation; Exploration de données,Données ouvertes; Filtrage; Statistiques descriptives; Visualisation; Proportions,donnees-ouvertes; filtrage; statistiques-descriptives; visualisation; proportions,introduction,Données ouvertes; données ouvertes; Filtrage; filtrage; Proportions; proportions; Statistiques descriptives; Statistique descriptive; statistique descriptive; statistiques descriptives; Visualisation; visualisation,Démographie,Les effectifs sont des estimations de population. Les signes servent à placer les côtés de la pyramide; les proportions de population sont positives.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Les effectifs sont des estimations de population. Les signes servent à placer les côtés de la pyramide; les proportions de population sont positives.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.","Vérifier les groupes d’âge, le genre et l’année dans la table.; Lire la pyramide avec les groupes d’âge ordonnés numériquement et les parts en pourcentage.; Formuler une limite qui découle de la source et de l’unité observée.","Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Vérifier les groupes d’âge, le genre et l’année dans la table.; Lire la pyramide avec les groupes d’âge ordonnés numériquement et les parts en pourcentage.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Exercice guidé,FALSE,Documentation de source et ressources de classe fournies
rsqaq-couverture-stations-long,Couverture territoriale et temporelle des stations RSQAQ,Comment décrire la répartition du réseau de stations?,qualite-air,Stations du réseau de qualité de l'air du Québec,datasets/qualite-air/activite-longue.qmd,datasets/qualite-air/activite-longue.R,assets/classroom/qualite-air.zip,frozen,2-3 heures,Introduction à intermédiaire,Étude de cas; Projet ou tâche longue; Exploration de données,Données et mesure; Dates; Carte de points; Couverture territoriale; Communication prudente,donnees-et-mesure; dates; carte-de-points; couverture-territoriale; communication-prudente,introduction; intermediaire,Carte de points; carte de points; Communication prudente; communication prudente; Couverture territoriale; couverture territoriale; Dates; dates; Données et mesure; données et mesure,Environnement,Un répertoire de stations ne contient pas de concentrations. L’absence de date de fermeture ne certifie pas un fonctionnement actuel.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Un répertoire de stations ne contient pas de concentrations. L’absence de date de fermeture ne certifie pas un fonctionnement actuel.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Comparer les régions et les décennies d’ouverture.; Lire la carte des stations sans la présenter comme une carte de pollution.; Formuler une limite qui découle de la source et de l’unité observée.,Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Comparer les régions et les décennies d’ouverture.; Lire la carte des stations sans la présenter comme une carte de pollution.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
rsqaq-stations-types-court,Types de milieu et statut préparé des stations,Quels types de stations figurent dans le répertoire?,qualite-air,Stations du réseau de qualité de l'air du Québec,datasets/qualite-air/activite-courte.qmd,datasets/qualite-air/activite-courte.R,assets/classroom/qualite-air.zip,frozen,30-45 minutes,Introduction,Exercice; Exploration de données,Données et mesure; Valeurs manquantes; Statistiques descriptives; Visualisation,donnees-et-mesure; valeurs-manquantes; statistiques-descriptives; visualisation,introduction,Données et mesure; données et mesure; Statistiques descriptives; Statistique descriptive; statistique descriptive; statistiques descriptives; Valeurs manquantes; Données manquantes; données manquantes; valeurs manquantes; Visualisation; visualisation,Environnement,Un répertoire de stations ne contient pas de concentrations. L’absence de date de fermeture ne certifie pas un fonctionnement actuel.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Un répertoire de stations ne contient pas de concentrations. L’absence de date de fermeture ne certifie pas un fonctionnement actuel.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Compter les stations par type de milieu et présence d’une date de fermeture.; Comparer les barres en distinguant statut préparé et fonctionnement confirmé.; Formuler une limite qui découle de la source et de l’unité observée.,"Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Compter les stations par type de milieu et présence d’une date de fermeture.; Comparer les barres en distinguant statut préparé et fonctionnement confirmé.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Exercice guidé,FALSE,Documentation de source et ressources de classe fournies
